9.028454395418662737e-02,7.765803026386430830e-02,1.666401543019625509e-01,9.098049352766895970e-02,5.986160545624465146e-02,3.600047722256467103e-02,1.053965918355172782e-01,3.787954107096697023e-03,4.415302936907199854e-02,1.551967548865602030e-02,2.572130202223061324e-01,5.250442425085999343e-02
1.473367377366929798e-01,1.155602355747726157e-01,1.025141643059489932e-01,1.301904726405248014e-01,2.566441777247651657e-01,1.771470105859549588e-02,3.178582078425525731e-02,1.156441031757864807e-02,6.496011629640673080e-02,2.991277769494558002e-03,4.212949157596540539e-02,7.660839421499925084e-02
1.729644573397406682e-01,7.923429141354609850e-02,1.092687460331852323e-01,2.263464502674766288e-01,7.991431680116056757e-02,4.738643576026838056e-02,5.780215794723001822e-04,2.347220962915948575e-02,7.696754012149786828e-02,7.264937891014596263e-03,2.188548372472572112e-02,1.547171094387523593e-01
1.414189064801177897e-01,7.134803019145802283e-02,1.754763438880706794e-01,1.131144145802650824e-01,1.173715942562592041e-01,4.153626656848306321e-03,5.834637334315169455e-02,3.693391016200294440e-03,2.889129234167893759e-02,1.338250184094255946e-01,7.192332474226803551e-02,8.043768409425625099e-02
1.719869567082850381e-01,7.065831438337552561e-02,1.591152872527566708e-01,2.208993006392928893e-01,9.969107993306730586e-02,1.838503453897970610e-02,2.803878663062599197e-02,2.152429170063357034e-03,5.828720985111768976e-02,2.539294346476738198e-02,7.137340713090487010e-02,7.401925029676348355e-02
1.616585827516857643e-01,7.284818576667624612e-02,1.665596322522857331e-01,1.229571918676378439e-01,1.208446705311723435e-01,7.191022629328555453e-03,1.492369572932686350e-01,4.317993611735478250e-03,3.118926501157661541e-02,2.138716601037670209e-02,5.155397069510402053e-02,9.025536157915194091e-02
1.504243923828614271e-01,8.144105487346528505e-02,1.555922701077424031e-01,1.582545101478325944e-01,1.461961287897769746e-01,1.981802806314206938e-02,2.318497870207968103e-02,1.707748684540215389e-02,3.618297419193184511e-02,2.114914808318717199e-02,6.812985467301428677e-02,1.225491731395640105e-01
1.308252208400937366e-01,7.291103299080584077e-02,2.392171444023796223e-01,1.066004146385433476e-01,4.519334775554353922e-02,1.781368307193077066e-02,1.809649360014422004e-01,1.126735172165134335e-05,2.401072651883900955e-02,7.898413556877590877e-03,3.944699837750135357e-02,1.351068144943212423e-01
1.534572321968932507e-01,7.654579382691142908e-02,1.508094613677627427e-01,1.005018156142828273e-01,1.363097639701432162e-01,1.312537825297558844e-02,7.451583619124469912e-03,7.073330643534395112e-03,4.262911034900140894e-02,1.721177123260035913e-01,6.620687916078273061e-02,7.377193867258421967e-02
1.206404663951541056e-01,2.516073680511049515e-01,1.608505096028612080e-01,1.457588224349299910e-01,5.128072605486758140e-02,4.838642988567529862e-02,5.592193669760807222e-03,7.039341754356948609e-03,7.836306878088110384e-02,8.176386677968203176e-03,3.960017365777015325e-02,8.270451303466952453e-02
1.083903670539042435e-01,5.592591862093449634e-02,1.277193743713141705e-01,9.448531587148181754e-02,5.129090156012702101e-02,5.543283169957199941e-02,3.560087572237233700e-03,1.618311275911717487e-02,2.901422062681209280e-01,1.707066921756967073e-02,3.925958067888207087e-02,1.405396343267391046e-01
1.329977265345891335e-01,8.957966530486656531e-02,1.377839695047947677e-01,1.465872378249944152e-01,2.070990239483085638e-01,6.418693697543630984e-03,2.649527358506692369e-04,8.042597562434829900e-03,7.043469342404402866e-02,3.171740654005914678e-02,8.804123006444332378e-02,8.103280285807079597e-02
1.335503181513730542e-01,2.242862525117213512e-01,1.204684360348291794e-01,7.599003683858003566e-02,1.457949598124581303e-01,6.080458807769591190e-03,7.996692900200937093e-02,5.871148693904888922e-03,3.088370730073677212e-02,1.173183188211654286e-02,4.082593770931011029e-02,1.245499832551908714e-01
9.947547120532798659e-02,8.532842902537761398e-02,1.388695425064205569e-01,1.593283419666564893e-01,7.161668045096417079e-02,1.539959952988290415e-01,1.088234013842336622e-05,6.975580028729376839e-03,8.565489922953031798e-02,2.840290776128498798e-03,3.244025595264005829e-02,1.634636312192573604e-01
1.200236293482487282e-01,7.298926210630216072e-02,1.555424281398617992e-01,8.973917985224177940e-02,1.065638740166900827e-01,4.867944844913707492e-03,2.679313851583764450e-01,6.812131726138844282e-03,3.694702838512846366e-02,4.643615589387730704e-03,3.814345108126700884e-02,9.579606975144316916e-02
1.289623606174221948e-01,5.275843599357257774e-02,1.569606076836928266e-01,1.481147846975377491e-01,6.054925256853483512e-02,1.175195987729463765e-01,4.878187336676891722e-02,6.419308240411613665e-03,6.265926539092045444e-02,1.461589651198649462e-02,3.969258736264628246e-02,1.629660287935595642e-01
1.217326591363209892e-01,1.163295681605023696e-01,1.275435305631447969e-01,1.827977816743465156e-01,2.593585613505688392e-01,1.815642458100558479e-02,5.515230599845042866e-03,1.275333360518696516e-02,6.015781103453900214e-02,3.986053908575622542e-03,2.896260653264282406e-02,6.270643885332137513e-02
1.520150710842638198e-01,1.090746842394288707e-01,1.372185612300933499e-01,1.086933308926718994e-01,1.909131124534748647e-01,1.167703947769845561e-02,5.248184758069436573e-02,1.838123131368600994e-03,5.171914088718042313e-02,2.319391054975898647e-02,6.918512416864970593e-02,9.199005430471657307e-02
1.228219077225130712e-01,8.723617473821988766e-02,1.530902323298429235e-01,1.298776996073298107e-01,6.116042212041884751e-02,2.208871891361256223e-01,6.145696989528795680e-03,4.756012761780104708e-02,6.116042212041884751e-02,1.003149541884816587e-02,4.265175065445026004e-02,5.737688154450261424e-02
