2.032504289856215673e-02,3.708999822488708020e-02,1.878759787775388934e-01,6.549180489536694794e-02,2.106565945444862642e-01,5.493974477820950247e-02,6.460424843691445207e-02,7.800635095954714000e-03,9.024476834776433420e-02,7.011696021774717000e-03,5.503836216248200047e-02,1.989211258160588358e-01
2.914480094357361443e-03,1.012033982325088316e-01,2.183808823780789832e-01,5.710158800704261128e-02,8.240030084955812795e-02,1.980393497547050241e-01,6.197329960171620716e-02,5.213586092545426272e-04,1.489803593100972601e-01,1.803387976273909850e-03,6.171689372831233589e-02,6.496470145809472851e-02
5.557183523107835955e-03,6.751297722705960902e-02,2.194721198928331896e-01,8.278215003348960224e-03,3.632577026121901892e-02,1.326084226389818987e-01,2.729508539852645299e-01,5.579161085063630288e-02,1.091656898861352865e-01,2.522186872069658286e-03,4.626800066979236403e-02,4.354696918955124063e-02
8.434901841291951585e-02,5.094023418795978059e-02,2.508488225307969888e-01,9.043224655029815859e-03,2.034018195272711271e-01,6.138728072084621151e-02,7.901667174509205416e-02,1.088234013842336622e-05,1.516018804683758880e-01,7.737343838419011993e-03,4.114612806337875073e-02,6.051669350977233880e-02
7.477641850865910952e-06,6.782968922920468158e-02,2.349549845960577643e-01,1.630873687673855058e-02,2.902072802321059922e-02,1.287724703137618498e-01,4.778960906888403415e-02,2.486390691831423805e-01,1.479900098704872158e-01,2.998534382197230209e-03,3.552627643346394082e-02,4.016241438100080774e-02
3.497752024800765847e-03,9.747447696028305186e-02,1.939669864147635647e-01,4.285760659622470103e-02,1.106214799305318686e-01,9.520215545925239664e-02,7.580626836116927114e-02,3.263215984158673172e-02,1.543636688253720857e-01,8.692441284835498994e-02,1.429127915469640027e-02,9.236175358296407067e-02
9.389144884394240442e-03,8.870244260490151023e-02,2.605819027035843338e-01,3.476328344819149246e-03,3.895322758226970467e-02,1.541512049912326932e-01,5.801696366676181021e-02,2.864657668311381116e-03,1.637340455898544100e-01,7.636708396199486104e-02,8.900827794315539776e-02,5.475472005872038250e-02
4.583867228018793233e-03,1.131933003844041580e-01,2.096756971139178416e-01,3.028708279943864712e-02,4.882085545182744679e-02,2.011333821465617067e-01,9.160870095795960177e-02,3.577857099273903246e-02,1.343202757947403736e-01,6.940630910976874164e-04,6.666819208005368702e-02,6.323601195924095919e-02
1.864262925392669856e-01,3.815240510471203800e-02,2.156720386125654254e-01,2.854016688481675335e-02,8.560004908376962762e-02,6.995459751308900909e-02,6.187622709424083628e-02,4.202797774869110152e-03,1.464434718586387352e-01,9.305464659685862847e-04,1.156638579842931697e-01,4.653754908376963456e-02
3.279506005177609124e-02,4.637567372575648189e-02,2.281224801595721774e-01,3.109748334252853894e-02,2.142235708526078752e-01,6.356363790688791815e-02,9.242244196409624135e-02,5.527734159487331621e-03,1.623413826762296619e-01,6.482621058439078272e-03,5.104400967618723944e-02,6.600390442643126743e-02
2.402300272075191465e-02,3.742064473575727745e-02,2.410648033638387033e-01,2.618723720009893258e-02,5.792934289718855434e-02,4.494393602110643982e-02,4.174911369445131332e-02,1.133646632038914974e-04,1.556290708219968399e-01,2.778567895127380116e-01,3.103100008244702793e-02,6.205169428642097473e-02
1.006463762214983466e-02,7.432054153094462545e-02,1.902356473941367865e-01,2.209003460912051797e-01,1.504097109120521025e-01,4.429203990228013088e-02,5.714322068403908383e-02,2.303033387622149993e-03,1.497735138436481761e-01,1.272394136807817477e-05,2.889607084690553468e-02,7.164851384364820386e-02
1.719620865734405521e-02,9.287287654774220580e-02,2.343807362413643236e-01,1.252377932783766551e-02,7.435003170577045295e-02,1.463555051229850079e-01,5.966525381303607739e-02,1.853118846577445425e-02,1.764759870506958372e-01,7.109601842272135486e-02,3.079631545572873372e-02,6.575609918899975870e-02
7.864356637649619342e-02,1.306702257889009733e-01,1.967236806311207509e-01,8.212901251360173183e-02,1.072072225244831145e-01,4.735956202393905995e-02,7.626326169749728101e-02,5.789241022850923936e-03,1.554083922742110768e-01,2.635337323177366561e-04,5.263023667029379654e-02,6.691206474428726403e-02
8.040783567670401269e-03,6.333045985553342749e-02,1.902589102583157055e-01,1.918789572248149125e-02,5.664219256264677038e-02,5.322374483517136601e-02,7.120775244493325606e-02,1.203888112719597942e-03,2.256324128295829068e-01,1.086471864688921124e-02,2.561011860527332429e-01,4.430605511132248986e-02
1.353871204958503882e-02,5.858020800504254444e-02,2.663226179220505863e-01,3.638775081416115165e-02,1.522087404139089994e-01,6.619655425990124409e-02,7.591396155058303952e-02,1.444479462128374879e-04,1.326426095178064868e-01,2.757642609517806489e-04,1.166220191196554179e-01,8.116661414014077203e-02
9.571231903366195226e-02,1.230238031796784537e-01,2.157274180655475437e-01,3.820277111644018037e-02,4.408695266009414471e-02,1.445621280753175142e-01,7.772670752287058615e-02,1.921795896616040195e-02,1.324606981081800916e-01,5.662136957100984526e-04,5.607736033395505776e-02,5.263566924238386596e-02
